"photo-13279251_286691491";"http://cs407721.vk.me/v407721826/1c2f/Hp0oxOyQ8HE.jpg";"Adidas ZX 750<br/>Цена: 1170 грн<br/>Размеры: 36-44<br/>Материал: замша, текстиль<br/>Подошва: пена+резина<br/>Сезон: весна, лето, осень<br/>AD30001<br/>Черный";"Adidas ZX 750";1170;"AD30001";" 36-44";"Черный";"<h1>Adidas ZX 750</h1><br/><b>Материал:</b> замша, текстиль<br/><b>Подошва:</b> пена+резина<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_286691492";"http://cs407721.vk.me/v407721826/1c37/BnVIK6NUnJw.jpg";"Adidas ZX 750<br/>Цена: 1170 грн<br/>Размеры: 36-44<br/>Материал: замша, текстиль<br/>Подошва: пена+резина<br/>Сезон: весна, лето, осень<br/>AD30001<br/>Черный";"Adidas ZX 750";1170;"AD30001";" 36-44";"Черный";"<h1>Adidas ZX 750</h1><br/><b>Материал:</b> замша, текстиль<br/><b>Подошва:</b> пена+резина<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_286691493";"http://cs407721.vk.me/v407721826/1c3f/6qQqynDUb0o.jpg";"Adidas ZX 750<br/>Цена: 1170 грн<br/>Размеры: 36-44<br/>Материал: замша, текстиль<br/>Подошва: пена+резина<br/>Сезон: весна, лето, осень<br/>AD30001<br/>Черный";"Adidas ZX 750";1170;"AD30001";" 36-44";"Черный";"<h1>Adidas ZX 750</h1><br/><b>Материал:</b> замша, текстиль<br/><b>Подошва:</b> пена+резина<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_286691494";"http://cs407721.vk.me/v407721826/1c47/HYH4XPgk5Y8.jpg";"Adidas ZX 750<br/>Цена: 1170 грн<br/>Размеры: 36-44<br/>Материал: замша, текстиль<br/>Подошва: пена+резина<br/>Сезон: весна, лето, осень<br/>AD30001<br/>Серый";"Adidas ZX 750";1170;"AD30001";" 36-44";"Серый";"<h1>Adidas ZX 750</h1><br/><b>Материал:</b> замша, текстиль<br/><b>Подошва:</b> пена+резина<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_286691496";"http://cs407721.vk.me/v407721826/1c4f/BoKNFyVAqA8.jpg";"Adidas ZX 750<br/>Цена: 1170 грн<br/>Размеры: 36-44<br/>Материал: замша, текстиль<br/>Подошва: пена+резина<br/>Сезон: весна, лето, осень<br/>AD30001<br/>Серый";"Adidas ZX 750";1170;"AD30001";" 36-44";"Серый";"<h1>Adidas ZX 750</h1><br/><b>Материал:</b> замша, текстиль<br/><b>Подошва:</b> пена+резина<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_286691505";"http://cs407721.vk.me/v407721826/1c67/idbrW0HXseI.jpg";"Adidas ZX 750<br/>Цена: 1170 грн<br/>Размеры: 40-44<br/>Материал: замша, текстиль<br/>Подошва: пена+резина<br/>Сезон: весна, лето, осень<br/>AD30001<br/>Черный+Белый";"Adidas ZX 750";1170;"AD30001";" 40-44";"Черный+Белый";"<h1>Adidas ZX 750</h1><br/><b>Материал:</b> замша, текстиль<br/><b>Подошва:</b> пена+резина<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_286691503";"http://cs407721.vk.me/v407721826/1c5f/l6Lrsqb3ins.jpg";"Adidas ZX 750<br/>Цена: 1170 грн<br/>Размеры: 40-44<br/>Материал: замша, текстиль<br/>Подошва: пена+резина<br/>Сезон: весна, лето, осень<br/>AD30001<br/>Черный+Белый";"Adidas ZX 750";1170;"AD30001";" 40-44";"Черный+Белый";"<h1>Adidas ZX 750</h1><br/><b>Материал:</b> замша, текстиль<br/><b>Подошва:</b> пена+резина<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_286691499";"http://cs407721.vk.me/v407721826/1c57/vbEp-YuhrCs.jpg";"Adidas ZX 750<br/>Цена: 1170 грн<br/>Размеры: 36-39<br/>Материал: замша, текстиль<br/>Подошва: пена+резина<br/>Сезон: весна, лето, осень<br/>AD30001<br/>Серый+Фиолетовый";"Adidas ZX 750";1170;"AD30001";" 36-39";"Серый+Фиолетовый";"<h1>Adidas ZX 750</h1><br/><b>Материал:</b> замша, текстиль<br/><b>Подошва:</b> пена+резина<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_297632320";"http://cs406921.vk.me/v406921826/6151/fubbRvkZwKk.jpg";"Adidas ZX 750<br/>Цена: 1170 грн<br/>Размеры: 40-44<br/>Материал: замша, текстиль<br/>Подошва: пена+резина<br/>Сезон: весна, лето, осень<br/>AD30001<br/>Синий";"Adidas ZX 750";1170;"AD30001";" 40-44";"Синий";"<h1>Adidas ZX 750</h1><br/><b>Материал:</b> замша, текстиль<br/><b>Подошва:</b> пена+резина<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_297632311";"http://cs406921.vk.me/v406921826/6141/vVvC40Ot2vQ.jpg";"Adidas ZX 750<br/>Цена: 1170 грн<br/>Размеры: 40-44<br/>Материал: замша, текстиль<br/>Подошва: пена+резина<br/>Сезон: весна, лето, осень<br/>AD30001<br/>Синий";"Adidas ZX 750";1170;"AD30001";" 40-44";"Синий";"<h1>Adidas ZX 750</h1><br/><b>Материал:</b> замша, текстиль<br/><b>Подошва:</b> пена+резина<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355956391";"http://cs540103.vk.me/c540101/v540101826/48290/4TiHlRgoeok.jpg";"Adidas ZX 750<br/>Цена: 1170 грн<br/>Размеры: 36-44<br/>Материал: замша, текстиль<br/>Подошва: пена+резина<br/>Сезон: весна, лето, осень<br/>AD30001<br/>Черно и белый";"Adidas ZX 750";1170;"AD30001";" 36-44";"Черно и белый";"<h1>Adidas ZX 750</h1><br/><b>Материал:</b> замша, текстиль<br/><b>Подошва:</b> пена+резина<br/><b>Сезон:</b> весна, лето, осень<br/>";""
